ID,Name,Link System,Govt,AI Type,Aggression,Coward,Ship Type,Weapon 1,Weapon 2,Weapon 3,Weapon 4,Weap 1 Count,Weap 2 Count,Weap 3 Count,Weap 4 Count,Weap 1 Ammo,Weap 2 Ammo,Weap 3 Ammo,Weap 4 Ammo,Credits,Shield Mod,Hail Pict,Comm Quote,Hail Quote,Link Mission,Flags 1,ActiveOn,Grant Class,Grant Count,Grant Prob,Subtitle,Paint Color,Flags 2
273,S.S. Melbourne,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,19,198,0x4C8B,,0,0,0,,0x00000000,0x0000
274,S.S. Leonov,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,19,198,0x4C8B,,0,0,0,,0x00000000,0x0000
275,S.S. Shepard,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,19,198,0x4C8B,,0,0,0,,0x00000000,0x0000
276,S.S. Grissom,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,19,198,0x4C8B,,0,0,0,,0x00000000,0x0000
277,S.S. Hawley,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,19,198,0x4C8B,,0,0,0,,0x00000000,0x0000
278,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
279,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
280,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
281,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
282,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
283,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
284,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
285,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
286,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
287,Merchant Courier,-1,136,1,4,10,131,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,100,-1,-1,20,199,0x14CA,,0,0,0,,0x00000000,0x0000
288,Derelict Freighter,9999,141,3,1,5,130,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25640,150,-1,-1,-1,201,0x1700,,0,0,0,,0x00000000,0x0000
289,S.S. Mulligan,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
290,S.S. Electra,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
291,S.S. Hannibal,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
292,S.S. Balboa,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
293,S.S. Isabella,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
294,S.S. Diebold,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
295,S.S. Theseus,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
296,S.S. Rowland,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
297,S.S. Nelson,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
298,S.S. Farlander,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
299,S.S. Tikopai,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
300,S.S. Casper,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
301,S.S. Addison,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
302,S.S. Carter,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
303,S.S. Aquilla,-1,136,1,4,10,129,133,134,-1,-1,-1,1,-1,-1,0,0,-1,-1,3000,120,-1,-1,21,202,0x1C8B,,0,0,0,,0x00000000,0x0000
304,Starbound Flight 93,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
305,Starbound Flight 73,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
306,Starbound Flight 129,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
307,Starbound Flight 25,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
308,Starbound Flight 115,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
309,Starbound Flight 206,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
310,Starbound Flight 305,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
311,Starbound Flight 52,-1,138,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
312,ConEx Flight 312,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
313,ConEx Flight 91,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
314,ConEx Flight 181,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
315,ConEx Flight 753,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
316,ConEx Flight 158,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
317,ConEx Flight 462,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
318,ConEx Flight 846,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
319,ConEx Flight 351,-1,139,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
320,UGE Flight 750,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
321,UGE Flight 160,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
322,UGE Flight 45,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
323,UGE Flight 323,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
324,UGE Flight 155,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
325,UGE Flight 250,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
326,UGE Flight 196,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
327,UGE Flight 978,-1,142,2,4,1,131,-1,-1,-1,-1,0,0,0,0,0,0,0,0,25000,150,-1,-1,-1,-1,0x0000,,0,0,0,,0x00000000,0x0000
328,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
329,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
330,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
331,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
332,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
333,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
334,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
335,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
336,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
337,Alien Fighter,20000,150,3,4,0,149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,61,-1,-1,-1,0x0003,,0,0,0,,0x00000000,0x0000
338,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
339,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
340,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
341,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
342,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
343,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
344,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
345,Escort Carrier,-1,153,3,4,25,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,100,114,-1,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
638,Bounty Hunter,-32000,-1,3,3,50,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,100,-1,-1,22,-1,0x0080,,0,0,0,,0x00000000,0x0000
639,Cap'n Hector,-1,-1,3,4,-1,136,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,200,-1,8,-1,-1,0x0002,,0,0,0,,0x00000000,0x0000
